70_100,70_80,70_50,70_30,70_0,60_100,60_80,60_50,60_30,60_0,50_100,50_80,50_50,50_30,50_0,40_100,40_80,40_50,40_30,40_0
0.258930253,-0.3461223573,-1.214857898,-1.24894577,-1.028210061,0.4264177312,0.1016802309,-1.730761959,0.5369262349,-0.8705693555,0.6060773206,0.1431286714,-0.6519405946,-0.5238549906,-0.7363635664,0.3741980569,0.1204626275,-0.1018347029,-0.5830285257,-0.4672918859
0.4165114903,-0.08886038438,-1.009417386,-1.029210552,-0.8260004962,0.4548457743,0.1884264831,-1.035590186,0.3246452056,-0.7134823003,0.637751673,0.2217820886,-0.538508621,-0.4852581955,-0.6308453377,0.4214738694,0.08914326799,-0.1143238043,-0.5299647345,-0.4343488267
0.647498472,0.3154412216,-0.7636153915,-0.832801055,-0.6514622139,0.5305760146,0.3524662222,-0.4947247911,-0.1943097733,-0.5784755341,0.7028498716,0.3435001951,-0.3877265901,-0.4519103516,-0.5237683434,0.4960556809,0.05944683096,-0.1204259409,-0.456799854,-0.3854423058
0.908787004,0.7814850532,-0.5090238628,-0.6755624412,-0.5455814843,0.6335438297,0.5575365922,-0.1614251498,-0.6947594641,-0.4873032425,0.7826271475,0.4806663722,-0.2382017149,-0.4192602707,-0.4359741891,0.5787304589,0.0361109348,-0.1167007254,-0.3820013012,-0.335748725
1.106646475,1.16696664,-0.3047422013,-0.5630486207,-0.4128997416,0.7319797303,0.7299305402,0.009467873485,-0.9515749621,-0.43378979,0.8492664123,0.5944037677,-0.1218420854,-0.387905773,-0.3782618601,0.6461963061,0.02236383269,-0.1074397712,-0.3221439541,-0.2986659497
1.199550745,1.335976759,-0.2112032289,-0.5135818318,-0.5421496376,0.7769356598,0.810192744,0.08946254112,-1.062184848,-0.4093838746,0.8850264318,0.6471960614,-0.06908138147,-0.3750232856,-0.3519705289,0.6772529632,0.01519809536,-0.1043648246,-0.2950539857,-0.2816207724
1.277263494,1.506426381,-0.1161540207,-0.4601544856,-0.4076376649,0.8311496677,0.8907553655,0.1628119707,-1.093835603,-0.386734152,0.9203421558,0.7034178692,-0.01237097746,-0.3563142084,-0.3282436222,0.7105254325,0.01110478256,-0.09814410178,-0.2645871026,-0.2648158874
1.451577094,1.879674264,0.09191400906,-0.3487049651,-0.2318857243,0.9631597053,1.069051781,0.3143981315,-1.168919141,-0.3365870532,1.001579834,0.8272215301,0.1096640383,-0.3184162568,-0.2764536312,0.782857935,3.72E-05,-0.08740930015,-0.1993371353,-0.2278364001
1.574399693,2.304666836,0.3631513076,-0.1872510113,-0.3136890074,1.168579916,1.296764897,0.5260523889,-1.107977327,-0.2656032228,1.120711375,1.000872517,0.285389809,-0.2532386142,-0.2112172204,0.8871264763,-0.008190908254,-0.06953915864,-0.1010160626,-0.1774062049
1.59582282,2.649329718,0.6461848809,0.00603425403,-0.3029542334,1.417664475,1.524329874,0.7376942056,-0.9494154585,-0.1829610074,1.262033797,1.190522431,0.483486814,-0.1599050403,-0.1423930833,1.004633681,-0.009685200832,-0.04740179498,0.0140052923,-0.1211087692
1.53922342,2.843265638,0.8998143098,0.192597554,0.3082277068,1.647761202,1.705455493,0.9307917172,-0.7528435118,-0.1031866777,1.403103972,1.353903206,0.6636386578,-0.04350275998,-0.07811007547,1.111478718,-0.005753197217,-0.0247947781,0.1219390419,-0.0666875273
1.503332297,2.914199261,1.091121508,0.3204028519,-1.080829505,1.803482157,1.818704705,1.125939583,-0.7129735833,-0.05592791739,1.507173035,1.458691542,0.7838024697,0.0456047606,-0.03980858547,1.183879804,-0.001413473214,-0.01051888535,0.1935699654,-0.03376069273
1.482841914,2.944683513,1.172376372,0.3750055498,3.238736364,1.875865949,1.867152529,1.211155749,-0.6973395866,-0.03430900746,1.554917459,1.504959787,0.8365763361,0.08564039799,-0.02243243033,1.21565208,-0.00120478721,-0.005483226958,0.2253895914,-0.01868970243
